Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Coverage [%],# Peptides,# PSMs,# Unique Peptides,Sum PEP Score,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Protein Groups
FALSE,High,Master Protein,P62316,Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens OX=9606 GN=SNRPD2 PE=1 SV=1,11,2,3,2,6.21,118,13.5,9.91,5.11,2,1
FALSE,High,Master Protein,O15212,Prefoldin subunit 6 OS=Homo sapiens OX=9606 GN=PFDN6 PE=1 SV=1,16,2,2,2,6.179,129,14.6,8.88,1.95,2,1
FALSE,High,Master Protein,G3V1V4,"Family with sequence similarity 112, member B, isoform CRA_b OS=Homo sapiens OX=9606 GN=GTSF1 PE=1 SV=1",19,2,2,2,6.178,176,20.3,6.13,0,2,1
FALSE,High,Master Protein,A0A0A0MSU2,Mitotic deacetylase-associated SANT domain protein (Fragment) OS=Homo sapiens OX=9606 GN=MIDEAS PE=1 SV=6,3,2,2,2,6.117,1018,111.8,9.07,0,2,1
FALSE,High,Master Protein,P23786,"Carnitine O-palmitoyltransferase 2, mitochondrial OS=Homo sapiens OX=9606 GN=CPT2 PE=1 SV=2",4,2,2,2,6.019,658,73.7,8.18,1.75,2,1
FALSE,High,Master Protein,Q5SW79,Centrosomal protein of 170 kDa OS=Homo sapiens OX=9606 GN=CEP170 PE=1 SV=1,1,2,2,2,6.016,1584,175.2,7.11,4.05,2,1
FALSE,High,Master Protein,Q96E17,Ras-related protein Rab-3C OS=Homo sapiens OX=9606 GN=RAB3C PE=1 SV=1,7,2,3,1,6.011,227,25.9,5.24,5.02,2,1
FALSE,High,Master Protein,P42224,Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens OX=9606 GN=STAT1 PE=1 SV=2,4,2,2,2,5.966,750,87.3,6.05,0,2,1
FALSE,High,Master Protein,P35080,Profilin-2 OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=3,16,2,2,1,5.953,140,15,6.99,3.22,2,1
FALSE,High,Master Protein,Q8NHQ9,ATP-dependent RNA helicase DDX55 OS=Homo sapiens OX=9606 GN=DDX55 PE=1 SV=3,6,2,2,2,5.942,600,68.5,9.25,2.09,2,1
FALSE,High,Master Protein,A0A7I2YQV1,Transforming protein RhoA OS=Homo sapiens OX=9606 GN=RHOA PE=1 SV=1,16,2,2,2,5.937,109,12,8.44,2.19,2,1
FALSE,High,Master Protein,O95292,Vesicle-associated membrane protein-associated protein B/C OS=Homo sapiens OX=9606 GN=VAPB PE=1 SV=3,12,2,2,2,5.882,243,27.2,7.3,2.17,2,1
FALSE,High,Master Protein,P13807,"Glycogen [starch] synthase, muscle OS=Homo sapiens OX=9606 GN=GYS1 PE=1 SV=2",3,2,2,2,5.88,737,83.7,6.18,0,2,1
FALSE,High,Master Protein,A0A1B0GVD3,Protein lin-28 homolog B OS=Homo sapiens OX=9606 GN=LIN28B PE=1 SV=1,12,2,2,2,5.816,258,27.9,9.13,0,2,1
FALSE,High,Master Protein,C9JUG7,F-actin-capping protein subunit alpha OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=1,19,2,2,1,5.8,146,16.7,5.11,2.5,2,1
FALSE,High,Master Protein,P26639,"Threonine--tRNA ligase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS1 PE=1 SV=3",4,2,2,2,5.781,723,83.4,6.67,1.77,2,1
FALSE,High,Master Protein,P08670,Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4,6,2,2,2,5.775,466,53.6,5.12,0,2,1
FALSE,High,Master Protein,P84090,Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1,17,2,2,2,5.731,104,12.3,5.92,2.64,2,1
FALSE,High,Master Protein,Q9BVC4,Target of rapamycin complex subunit LST8 OS=Homo sapiens OX=9606 GN=MLST8 PE=1 SV=1,6,2,2,2,5.686,326,35.9,5.86,1.92,2,1
FALSE,High,Master Protein,B4DKY1,Cysteinyl-tRNA synthetase OS=Homo sapiens OX=9606 GN=CARS1 PE=1 SV=1,5,2,2,2,5.684,739,84.2,7.05,0,2,1
FALSE,High,Master Protein,Q8NEL9,Phospholipase DDHD1 OS=Homo sapiens OX=9606 GN=DDHD1 PE=1 SV=2,3,2,2,2,5.666,900,100.4,5.67,0,2,1
FALSE,High,Master Protein,Q8WWC4,"m-AAA protease-interacting protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=MAIP1 PE=1 SV=1",8,2,2,2,5.636,291,32.5,9.17,0,2,1
FALSE,High,Master Protein,Q9BU23,Lipase maturation factor 2 OS=Homo sapiens OX=9606 GN=LMF2 PE=1 SV=2,4,2,2,2,5.63,707,79.6,10.1,2.01,2,1
FALSE,High,Master Protein,Q96A65,Exocyst complex component 4 OS=Homo sapiens OX=9606 GN=EXOC4 PE=1 SV=1,3,2,2,2,5.589,974,110.4,6.49,0,2,1
FALSE,High,Master Protein,Q13572,Inositol-tetrakisphosphate 1-kinase OS=Homo sapiens OX=9606 GN=ITPK1 PE=1 SV=2,9,2,2,2,5.582,414,45.6,6.16,0,2,1
FALSE,High,Master Protein,Q9NQZ5,"StAR-related lipid transfer protein 7, mitochondrial OS=Homo sapiens OX=9606 GN=STARD7 PE=1 SV=2",7,2,2,2,5.577,370,43.1,8.95,2.11,2,1
FALSE,High,Master Protein,A0A7I2V5H3,Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Homo sapiens OX=9606 GN=PRKRA PE=1 SV=1,12,2,2,2,5.567,191,21.5,8.09,4.25,2,1
FALSE,High,Master Protein,Q9BRA2,Thioredoxin domain-containing protein 17 OS=Homo sapiens OX=9606 GN=TXNDC17 PE=1 SV=1,15,2,2,2,5.566,123,13.9,5.52,1.73,2,1
FALSE,High,Master Protein,F8W9U3,Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1,15,2,2,2,5.557,208,22.4,6.52,2.2,2,1
FALSE,High,Master Protein,Q68DQ2,Very large A-kinase anchor protein OS=Homo sapiens OX=9606 GN=CRYBG3 PE=1 SV=3,1,2,2,2,5.547,2970,330.4,5.2,0,2,1
FALSE,High,Master Protein,C9JXA5,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 (Fragment) OS=Homo sapiens OX=9606 GN=GNB2 PE=1 SV=1,8,2,2,2,5.539,251,27.5,6.76,1.68,2,1
FALSE,High,Master Protein,A0A804HIL7,E3 ubiquitin-protein ligase TRIM9 OS=Homo sapiens OX=9606 GN=TRIM9 PE=1 SV=1,3,2,2,2,5.533,795,88.6,6.83,2.1,2,1
FALSE,High,Master Protein,H7C5L6,SRSF protein kinase 2 (Fragment) OS=Homo sapiens OX=9606 GN=SRPK2 PE=1 SV=1,8,2,2,1,5.501,295,33.3,4.77,2.22,2,1
FALSE,High,Master Protein,R4GNG8,Zinc finger matrin-type protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=ZMAT2 PE=1 SV=1,26,2,2,2,5.496,129,14.9,9,0,2,1
FALSE,High,Master Protein,A0A087WYI0,Integrator complex subunit 11 OS=Homo sapiens OX=9606 GN=INTS11 PE=1 SV=1,6,2,2,2,5.48,502,56.3,8.9,0,2,1
FALSE,High,Master Protein,P36507,Dual specificity mitogen-activated protein kinase kinase 2 OS=Homo sapiens OX=9606 GN=MAP2K2 PE=1 SV=1,7,2,2,2,5.472,400,44.4,6.55,0,2,1
FALSE,High,Master Protein,Q9P021,Cysteine-rich PDZ-binding protein OS=Homo sapiens OX=9606 GN=CRIPT PE=1 SV=1,12,2,3,2,5.452,101,11.2,9.47,6.17,2,1
FALSE,High,Master Protein,Q5JTZ9,"Alanine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=AARS2 PE=1 SV=1",3,2,2,2,5.419,985,107.3,6.27,2.47,2,1
FALSE,High,Master Protein,Q15751,Probable E3 ubiquitin-protein ligase HERC1 OS=Homo sapiens OX=9606 GN=HERC1 PE=1 SV=2,1,2,2,2,5.415,4861,531.9,6.04,0,2,1
FALSE,High,Master Protein,Q92575,UBX domain-containing protein 4 OS=Homo sapiens OX=9606 GN=UBXN4 PE=1 SV=2,7,2,2,2,5.353,508,56.7,6.38,0,2,1
FALSE,High,Master Protein,O15446,DNA-directed RNA polymerase I subunit RPA34 OS=Homo sapiens OX=9606 GN=POLR1G PE=1 SV=1,8,2,2,2,5.345,510,55,8.51,0,2,1
FALSE,High,Master Protein,Q9Y5L4,Mitochondrial import inner membrane translocase subunit Tim13 OS=Homo sapiens OX=9606 GN=TIMM13 PE=1 SV=1,25,2,2,2,5.214,95,10.5,8.18,1.79,2,1
FALSE,High,Master Protein,Q86UL3,Glycerol-3-phosphate acyltransferase 4 OS=Homo sapiens OX=9606 GN=GPAT4 PE=1 SV=1,3,2,2,2,5.173,456,52,9.19,0,2,1
FALSE,High,Master Protein,E9PMI6,"Chloride channel, nucleotide sensitive 1A OS=Homo sapiens OX=9606 GN=CLNS1A PE=1 SV=1",26,2,2,2,5.131,167,18.2,4.41,1.98,2,1
FALSE,High,Master Protein,Q96PE3,Inositol polyphosphate-4-phosphatase type I A OS=Homo sapiens OX=9606 GN=INPP4A PE=1 SV=1,2,2,2,2,5.036,977,109.9,6.96,0,2,1
FALSE,High,Master Protein,A0A2H2FJL5,CCR4-NOT transcription complex subunit 3 OS=Homo sapiens OX=9606 GN=CNOT3 PE=1 SV=1,5,2,2,2,5.015,571,58.8,5.11,0,2,1
FALSE,High,Master Protein,A0A0A0MTJ9,Neutral cholesterol ester hydrolase 1 OS=Homo sapiens OX=9606 GN=NCEH1 PE=1 SV=1,5,2,2,2,5.015,448,49.9,7.21,1.85,2,1
FALSE,High,Master Protein,O75475,PC4 and SFRS1-interacting protein OS=Homo sapiens OX=9606 GN=PSIP1 PE=1 SV=1,5,2,2,2,4.997,530,60.1,9.13,0,2,1
FALSE,High,Master Protein,A6NMQ1,DNA polymerase OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=1,2,2,2,2,4.996,1468,166.4,5.81,0,2,1
FALSE,High,Master Protein,Q9NXF7,DDB1- and CUL4-associated factor 16 OS=Homo sapiens OX=9606 GN=DCAF16 PE=1 SV=1,13,2,2,2,4.967,216,24.2,6.04,0,2,1
FALSE,High,Master Protein,J3KTA9,Lysophospholipase D GDPD1 OS=Homo sapiens OX=9606 GN=GDPD1 PE=1 SV=1,20,2,2,2,4.96,130,14.5,8.46,4.13,2,1
FALSE,High,Master Protein,P04181,"Ornithine aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=OAT PE=1 SV=1",4,2,2,2,4.95,439,48.5,7.03,1.85,2,1
FALSE,High,Master Protein,P24468,COUP transcription factor 2 OS=Homo sapiens OX=9606 GN=NR2F2 PE=1 SV=1,5,2,2,2,4.949,414,45.5,8.28,1.78,2,1
FALSE,High,Master Protein,C9JVN9,"L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=L2HGDH PE=1 SV=1",5,2,2,2,4.945,441,48.4,8.65,1.97,2,1
FALSE,High,Master Protein,P46734,Dual specificity mitogen-activated protein kinase kinase 3 OS=Homo sapiens OX=9606 GN=MAP2K3 PE=1 SV=2,7,2,2,2,4.941,347,39.3,7.43,0,2,1
FALSE,High,Master Protein,Q14690,Protein RRP5 homolog OS=Homo sapiens OX=9606 GN=PDCD11 PE=1 SV=3,2,2,2,2,4.938,1871,208.6,8.87,0,2,1
FALSE,High,Master Protein,P13473,Lysosome-associated membrane glycoprotein 2 OS=Homo sapiens OX=9606 GN=LAMP2 PE=1 SV=2,4,2,2,2,4.931,410,44.9,5.63,0,2,1
FALSE,High,Master Protein,P06744,Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4,4,2,2,2,4.921,558,63.1,8.32,0,2,1
FALSE,High,Master Protein,B5ME19,Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens OX=9606 GN=EIF3CL PE=1 SV=1,4,2,2,2,4.888,914,105.4,5.64,2.98,2,1
FALSE,High,Master Protein,Q96EP0,E3 ubiquitin-protein ligase RNF31 OS=Homo sapiens OX=9606 GN=RNF31 PE=1 SV=1,3,2,2,2,4.867,1072,119.6,6.57,0,2,1
FALSE,High,Master Protein,C9IZD2,DNA polymerase delta subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1,22,2,2,2,4.831,148,16.8,8.65,0,2,1
FALSE,High,Master Protein,P50750,Cyclin-dependent kinase 9 OS=Homo sapiens OX=9606 GN=CDK9 PE=1 SV=3,6,2,2,1,4.829,372,42.8,8.79,4.57,2,1
FALSE,High,Master Protein,P36404,ADP-ribosylation factor-like protein 2 OS=Homo sapiens OX=9606 GN=ARL2 PE=1 SV=4,11,2,2,2,4.802,184,20.9,6.34,0,2,1
FALSE,High,Master Protein,Q4G0J3,La-related protein 7 OS=Homo sapiens OX=9606 GN=LARP7 PE=1 SV=1,4,2,2,2,4.774,582,66.9,9.55,2.1,2,1
FALSE,High,Master Protein,P78347,General transcription factor II-I OS=Homo sapiens OX=9606 GN=GTF2I PE=1 SV=2,4,2,2,2,4.752,998,112.3,6.39,1.9,2,1
FALSE,High,Master Protein,Q9Y5V0,Zinc finger protein 706 OS=Homo sapiens OX=9606 GN=ZNF706 PE=1 SV=1,30,2,3,2,4.75,76,8.5,10.01,4.29,2,1
FALSE,High,Master Protein,A7MCY6,TANK-binding kinase 1-binding protein 1 OS=Homo sapiens OX=9606 GN=TBKBP1 PE=1 SV=1,6,2,2,2,4.717,615,67.7,5.86,0,2,1
FALSE,High,Master Protein,Q9GZT9,Egl nine homolog 1 OS=Homo sapiens OX=9606 GN=EGLN1 PE=1 SV=1,6,2,2,2,4.705,426,46,8.53,0,2,1
FALSE,High,Master Protein,O14545,TRAF-type zinc finger domain-containing protein 1 OS=Homo sapiens OX=9606 GN=TRAFD1 PE=1 SV=1,6,2,3,2,4.681,582,64.8,5.29,2.28,2,1
FALSE,High,Master Protein,O00273,DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1,9,2,2,2,4.664,331,36.5,4.79,0,2,1
FALSE,High,Master Protein,A0A0A0MRW6,Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=1,4,2,2,2,4.641,1008,112.1,7.62,0,2,1
FALSE,High,Master Protein,Q09161,Nuclear cap-binding protein subunit 1 OS=Homo sapiens OX=9606 GN=NCBP1 PE=1 SV=1,4,2,2,2,4.602,790,91.8,6.43,1.62,2,1
FALSE,High,Master Protein,Q96G46,tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like OS=Homo sapiens OX=9606 GN=DUS3L PE=1 SV=2,5,2,2,2,4.569,650,72.5,8.05,0,2,1
FALSE,High,Master Protein,H7C109,Putative ATP-dependent RNA helicase DHX57 (Fragment) OS=Homo sapiens OX=9606 GN=DHX57 PE=1 SV=1,4,2,2,2,4.555,665,75,8.09,0,2,1
FALSE,High,Master Protein,G5E972,"Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=1",6,2,2,1,4.517,414,46.3,9.03,1.81,2,1
FALSE,High,Master Protein,A0A494C0Y9,Constitutive coactivator of PPAR-gamma-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=FAM120A PE=1 SV=1,12,2,3,2,4.495,280,29.5,9.74,0,2,1
FALSE,High,Master Protein,Q9Y6Y0,Influenza virus NS1A-binding protein OS=Homo sapiens OX=9606 GN=IVNS1ABP PE=1 SV=3,4,2,2,2,4.489,642,71.7,5.53,0,2,1
FALSE,High,Master Protein,A0A087WZT0,Protein Smaug homolog 2 OS=Homo sapiens OX=9606 GN=SAMD4B PE=1 SV=1,4,2,2,2,4.485,663,72.4,7.31,0,2,1
FALSE,High,Master Protein,H0YJZ6,Endoribonuclease Dicer OS=Homo sapiens OX=9606 GN=DICER1 PE=1 SV=2,1,2,2,2,4.469,1715,195,5.71,1.63,2,1
FALSE,High,Master Protein,O75420,GRB10-interacting GYF protein 1 OS=Homo sapiens OX=9606 GN=GIGYF1 PE=1 SV=2,2,2,2,2,4.455,1035,114.5,5.39,0,2,1
FALSE,High,Master Protein,Q8NFH3,Nucleoporin Nup43 OS=Homo sapiens OX=9606 GN=NUP43 PE=1 SV=1,8,2,2,2,4.443,380,42.1,5.63,0,2,1
FALSE,High,Master Protein,O14734,Acyl-coenzyme A thioesterase 8 OS=Homo sapiens OX=9606 GN=ACOT8 PE=1 SV=1,13,2,2,2,4.443,319,35.9,7.56,0,2,1
FALSE,High,Master Protein,Q96F45,Zinc finger protein 503 OS=Homo sapiens OX=9606 GN=ZNF503 PE=1 SV=1,5,2,2,2,4.425,646,62.5,8.7,2.09,2,1
FALSE,High,Master Protein,H7C1R0,DNA repair protein RAD51 homolog 3 (Fragment) OS=Homo sapiens OX=9606 GN=RAD51C PE=1 SV=1,14,2,2,2,4.375,257,28.9,6.61,0,2,1
FALSE,High,Master Protein,Q8IZ69,tRNA (uracil-5-)-methyltransferase homolog A OS=Homo sapiens OX=9606 GN=TRMT2A PE=1 SV=2,5,2,2,2,4.335,625,68.7,7.94,2.3,2,1
FALSE,High,Master Protein,P02663,Alpha-S2-casein CONTAMINANT OS=Bos taurus GN=CSN1S2 PE=1 SV=2,9,2,2,2,4.324,222,26,8.43,1.91,2,1
FALSE,High,Master Protein,Q9NSV4,Protein diaphanous homolog 3 OS=Homo sapiens OX=9606 GN=DIAPH3 PE=1 SV=4,2,2,2,2,4.323,1193,136.8,7.03,1.69,2,1
FALSE,High,Master Protein,P54709,Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens OX=9606 GN=ATP1B3 PE=1 SV=1,15,2,2,2,4.301,279,31.5,8.35,0,2,1
FALSE,High,Master Protein,O95619,YEATS domain-containing protein 4 OS=Homo sapiens OX=9606 GN=YEATS4 PE=1 SV=1,16,2,2,2,4.268,227,26.5,8.41,0,2,1
FALSE,High,Master Protein,Q9GZS3,WD repeat-containing protein 61 OS=Homo sapiens OX=9606 GN=WDR61 PE=1 SV=1,16,2,2,2,4.202,305,33.6,5.47,0,2,1
FALSE,High,Master Protein,Q9H6T3,RNA polymerase II-associated protein 3 OS=Homo sapiens OX=9606 GN=RPAP3 PE=1 SV=2,4,2,2,2,4.201,665,75.7,6.84,0,2,1
FALSE,High,Master Protein,P55327,Tumor protein D52 OS=Homo sapiens OX=9606 GN=TPD52 PE=1 SV=2,13,2,2,2,4.168,224,24.3,4.83,2.21,2,1
FALSE,High,Master Protein,P49790,Nuclear pore complex protein Nup153 OS=Homo sapiens OX=9606 GN=NUP153 PE=1 SV=2,2,2,2,2,4.157,1475,153.8,8.73,2.05,2,1
FALSE,High,Master Protein,Q8TBX8,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Homo sapiens OX=9606 GN=PIP4K2C PE=1 SV=3,7,2,2,2,4.12,421,47.3,6.84,0,2,1
FALSE,High,Master Protein,Q9Y3B4,Splicing factor 3B subunit 6 OS=Homo sapiens OX=9606 GN=SF3B6 PE=1 SV=1,20,2,2,2,4.089,125,14.6,9.38,1.89,2,1
FALSE,High,Master Protein,Q9BXW7,Haloacid dehalogenase-like hydrolase domain-containing 5 OS=Homo sapiens OX=9606 GN=HDHD5 PE=1 SV=1,8,2,2,2,4.088,423,46.3,8.13,0,2,1
FALSE,High,Master Protein,Q92600,CCR4-NOT transcription complex subunit 9 OS=Homo sapiens OX=9606 GN=CNOT9 PE=1 SV=1,5,2,2,2,4.063,299,33.6,8.03,0,2,1
FALSE,High,Master Protein,Q3B726,DNA-directed RNA polymerase I subunit RPA43 OS=Homo sapiens OX=9606 GN=POLR1F PE=1 SV=1,5,2,2,2,4.045,338,37.4,6.98,1.99,2,1
FALSE,High,Master Protein,Q12872,"Splicing factor, suppressor of white-apricot homolog OS=Homo sapiens OX=9606 GN=SFSWAP PE=1 SV=3",3,2,2,2,3.987,951,104.8,8.05,0,2,1
FALSE,High,Master Protein,O94776,Metastasis-associated protein MTA2 OS=Homo sapiens OX=9606 GN=MTA2 PE=1 SV=1,3,2,2,2,3.973,668,75,9.66,1.82,2,1
FALSE,High,Master Protein,Q00534,Cyclin-dependent kinase 6 OS=Homo sapiens OX=9606 GN=CDK6 PE=1 SV=1,7,2,2,1,3.939,326,36.9,6.46,2.53,2,1
FALSE,High,Master Protein,P55884,Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens OX=9606 GN=EIF3B PE=1 SV=3,4,2,2,2,3.929,814,92.4,5,0,2,1
FALSE,High,Master Protein,O60518,Ran-binding protein 6 OS=Homo sapiens OX=9606 GN=RANBP6 PE=1 SV=2,2,2,2,1,3.906,1105,124.6,5.01,0,2,1
FALSE,High,Master Protein,O60678,Protein arginine N-methyltransferase 3 OS=Homo sapiens OX=9606 GN=PRMT3 PE=1 SV=4,4,2,2,1,3.9,531,59.9,5.35,0,2,1
FALSE,High,Master Protein,O43617,Trafficking protein particle complex subunit 3 OS=Homo sapiens OX=9606 GN=TRAPPC3 PE=1 SV=1,9,2,2,2,3.886,180,20.3,4.96,0,2,1
FALSE,High,Master Protein,F8W9B8,Exocyst complex component 5 OS=Homo sapiens OX=9606 GN=EXOC5 PE=1 SV=1,7,2,3,2,3.882,643,74.3,6.99,0,2,1
FALSE,High,Master Protein,Q9Y6D5,Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Homo sapiens OX=9606 GN=ARFGEF2 PE=1 SV=3,2,2,2,1,3.822,1785,201.9,6.33,0,2,1
FALSE,High,Master Protein,O60566,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta OS=Homo sapiens OX=9606 GN=BUB1B PE=1 SV=3,2,2,2,2,3.808,1050,119.5,5.27,0,2,1
FALSE,High,Master Protein,P28482,Mitogen-activated protein kinase 1 OS=Homo sapiens OX=9606 GN=MAPK1 PE=1 SV=3,5,2,2,1,3.799,360,41.4,6.98,3.7,2,1
FALSE,High,Master Protein,Q9UPN7,Serine/threonine-protein phosphatase 6 regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PPP6R1 PE=1 SV=5,4,2,2,2,3.796,881,96.7,4.55,0,2,1
FALSE,High,Master Protein,Q9Y4C2,TRPM8 channel-associated factor 1 OS=Homo sapiens OX=9606 GN=TCAF1 PE=1 SV=3,3,2,2,2,3.794,921,102.1,6.54,0,2,1
FALSE,High,Master Protein,A0A0C4DG33,Peroxin-1 OS=Homo sapiens OX=9606 GN=PEX1 PE=1 SV=1,2,2,2,2,3.789,1226,136.5,6.47,0,2,1
FALSE,High,Master Protein,Q9Y2I1,Nischarin OS=Homo sapiens OX=9606 GN=NISCH PE=1 SV=3,2,2,2,2,3.781,1504,166.5,5.14,0,2,1
FALSE,High,Master Protein,C9J384,Protein CMSS1 (Fragment) OS=Homo sapiens OX=9606 GN=CMSS1 PE=1 SV=1,8,2,2,2,3.769,225,26.2,9.88,1.78,2,1
FALSE,High,Master Protein,Q13243,Serine/arginine-rich splicing factor 5 OS=Homo sapiens OX=9606 GN=SRSF5 PE=1 SV=1,9,2,2,1,3.767,272,31.2,11.59,2.5,2,1
FALSE,High,Master Protein,Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial OS=Homo sapiens OX=9606 GN=PISD PE=1 SV=4",6,2,2,2,3.763,409,46.6,9.42,0,2,1
FALSE,High,Master Protein,Q9HCM4,Band 4.1-like protein 5 OS=Homo sapiens OX=9606 GN=EPB41L5 PE=1 SV=3,4,2,2,2,3.752,733,81.8,6.58,0,2,1
FALSE,High,Master Protein,B3KY94,CDP-diacylglycerol--inositol 3-phosphatidyltransferase OS=Homo sapiens OX=9606 GN=CDIPT PE=1 SV=1,10,2,2,2,3.71,237,25.9,8.22,0,2,1
FALSE,High,Master Protein,H0YF61,Sterol carrier protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=SCP2 PE=1 SV=1,12,2,2,2,3.706,140,15,6.55,1.84,2,1
FALSE,High,Master Protein,Q8TDD1,ATP-dependent RNA helicase DDX54 OS=Homo sapiens OX=9606 GN=DDX54 PE=1 SV=2,3,2,2,2,3.647,881,98.5,10.02,1.63,2,1
FALSE,High,Master Protein,Q9P253,Vacuolar protein sorting-associated protein 18 homolog OS=Homo sapiens OX=9606 GN=VPS18 PE=1 SV=2,1,2,2,2,3.633,973,110.1,6.07,1.69,2,1
FALSE,High,Master Protein,P29590,Protein PML OS=Homo sapiens OX=9606 GN=PML PE=1 SV=3,2,2,2,2,3.594,882,97.5,6.21,2.44,2,1
FALSE,High,Master Protein,A0A7I2V4A6,Citron Rho-interacting kinase OS=Homo sapiens OX=9606 GN=CIT PE=1 SV=1,2,2,2,2,3.561,1566,179.5,6.67,2.27,2,1
FALSE,High,Master Protein,Q00535,Cyclin-dependent-like kinase 5 OS=Homo sapiens OX=9606 GN=CDK5 PE=1 SV=3,7,2,2,1,3.548,292,33.3,7.66,2.53,2,1
FALSE,High,Master Protein,O75976,Carboxypeptidase D OS=Homo sapiens OX=9606 GN=CPD PE=1 SV=2,2,2,2,2,3.545,1380,152.8,6.05,1.84,2,1
FALSE,High,Master Protein,Q00013,55 kDa erythrocyte membrane protein OS=Homo sapiens OX=9606 GN=MPP1 PE=1 SV=2,5,2,2,2,3.536,466,52.3,7.37,0,2,1
FALSE,High,Master Protein,O60318,Germinal-center associated nuclear protein OS=Homo sapiens OX=9606 GN=MCM3AP PE=1 SV=2,2,2,2,2,3.515,1980,218.3,6.39,0,2,1
FALSE,High,Master Protein,P57740,Nuclear pore complex protein Nup107 OS=Homo sapiens OX=9606 GN=NUP107 PE=1 SV=1,2,2,2,2,3.505,925,106.3,5.43,0,2,1
FALSE,High,Master Protein,J3KSL8,Trafficking protein particle complex subunit 8 OS=Homo sapiens OX=9606 GN=TRAPPC8 PE=1 SV=1,2,2,2,2,3.503,926,104.2,6.55,0,2,1
FALSE,High,Master Protein,B0QZ35,NAD-dependent protein deacetylase sirtuin-1 OS=Homo sapiens OX=9606 GN=SIRT1 PE=1 SV=1,6,2,2,2,3.484,444,49.2,4.75,0,2,1
FALSE,High,Master Protein,P61962,DDB1- and CUL4-associated factor 7 OS=Homo sapiens OX=9606 GN=DCAF7 PE=1 SV=1,7,2,3,2,3.474,342,38.9,5.52,0,2,1
FALSE,High,Master Protein,O14976,Cyclin-G-associated kinase OS=Homo sapiens OX=9606 GN=GAK PE=1 SV=2,3,2,2,2,3.467,1311,143.1,5.73,0,2,1
FALSE,High,Master Protein,Q12874,Splicing factor 3A subunit 3 OS=Homo sapiens OX=9606 GN=SF3A3 PE=1 SV=1,7,2,2,2,3.46,501,58.8,5.38,0,2,1
FALSE,High,Master Protein,E7ER68,Protein FAM91A1 OS=Homo sapiens OX=9606 GN=FAM91A1 PE=1 SV=1,3,2,2,2,3.46,789,88.9,6.76,0,2,1
FALSE,High,Master Protein,P31942,Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3 PE=1 SV=2,5,2,3,1,3.443,346,36.9,6.87,1.73,2,1
FALSE,High,Master Protein,Q99471,Prefoldin subunit 5 OS=Homo sapiens OX=9606 GN=PFDN5 PE=1 SV=2,18,2,2,2,3.423,154,17.3,6.33,0,2,1
FALSE,High,Master Protein,Q14746,Conserved oligomeric Golgi complex subunit 2 OS=Homo sapiens OX=9606 GN=COG2 PE=1 SV=1,5,2,2,2,3.418,738,83.2,6.62,0,2,1
FALSE,High,Master Protein,Q9H8V3,Protein ECT2 OS=Homo sapiens OX=9606 GN=ECT2 PE=1 SV=4,3,2,2,2,3.418,914,103.4,7.71,0,2,1
