"","Accession","HCC1806_Rep1","HCC1806_Rep2","HCC1806_Rep3","HCC1806_Rep4","MCF10A_Rep1","MCF10A_Rep2","MCF10A_Rep3","MCF10A_Rep4","MCF7_Rep1","MCF7_Rep2","MCF7_Rep3","MCF7_Rep4","MDAMB231_Rep1","MDAMB231_Rep2","MDAMB231_Rep3","MDAMB231_Rep4","Description","hcc1806_mean","hcc1806_sd","mcf7_mean","mcf7_sd","mdam_mean","mdam_sd","mcf10a_mean","mcf10a_sd","mcf10_fc_mdamb231","mcf10_fc_mcf7","mcf10_fc_hcc","fc_mdamb_v_mcf7","fc_mdamb_v_hcc","fc_mdamb_v_mcf10","fc_mcf7_v_hcc","fc_mcf7_v_mcf10","fc_hcc_v_mcf10","MCF10A-HCC1806","MCF7-HCC1806","MDAMB231-HCC1806","MCF7-MCF10A","MDAMB231-MCF10A","MDAMB231-MCF7","p.t_mdam_mcf7","p.t_mdam_hcc","p.t_mdam_mcf10","p.t_mcf7_hcc","p.t_mcf7_mcf10","p.t_hcc_mcf10"
"1686","Q8N2K0",755.3,696.9,696.4,485.3,454.9,537.1,550.1,528.6,1133.3,855,1254.6,995.7,1359.1,1173.3,906.2,862,"Lysophosphatidylserine lipase ABHD12 OS=Homo sapiens OX=9606 GN=ABHD12 PE=1 SV=2",658.475,118.714570153232,1059.65,172.627778761125,1075.15,233.97866711875,517.675,42.7736971358178,2.07688221374414,2.04694064809002,1.27198531897426,1.01462747133487,1.63278788108888,2.07688221374414,1.60924864269714,2.04694064809002,1.27198531897426,0.605419638880812,0.0172094516672505,0.013506645483002,0.00199108907238255,0.00158448398975686,0.999000636998218,"ns","Up in MDAMB231","Up in MDAMB231","Up in MCF7","Up in MCF7","ns"
"1687","Q9H9Y2",268.4,198.2,205.9,228.7,330.5,208.2,314.4,311.5,205.7,262,238,287.8,247.8,205,225.5,351.3,"Ribosome production factor 1 OS=Homo sapiens OX=9606 GN=RPF1 PE=1 SV=2",225.3,31.5168737874386,248.375,34.9703088347815,257.4,64.9942048698703,291.15,55.9279596147282,0.884080370942813,0.853082603469002,0.773827923750644,1.03633618520382,1.14247669773635,0.884080370942813,1.10241899689303,0.853082603469002,0.773827923750644,0.276856097987841,0.907397560498556,0.79064357204707,0.616836912752688,0.765402070919773,0.993439066429863,"ns","ns","ns","ns","ns","ns"
"1688","Q0VDF9",1525,1228.4,1339.3,2231.1,1039.4,1562.7,980.4,1105.5,1063.2,1259.7,812.3,1146.9,1328.4,927.8,1503.2,1313.7,"Heat shock 70 kDa protein 14 OS=Homo sapiens OX=9606 GN=HSPA14 PE=1 SV=1",1580.95,450.374529327166,1070.525,190.047474332073,1268.275,242.756000612412,1172,265.431761475525,1.08214590443686,0.91341723549488,1.34893344709898,1.18472244926555,0.802223346721908,1.08214590443686,0.677140327018565,0.91341723549488,1.34893344709898,0.276151867279968,0.134516197870823,0.490616970301723,0.963631857292183,0.968626318306756,0.794053682495355,"ns","ns","ns","ns","ns","ns"
"1689","Q969E8",73.8,55.7,57.5,58.1,133.9,51,83.5,106.7,134.1,129.2,73,130.9,105.4,110.1,90.6,69.8,"Pre-rRNA-processing protein TSR2 homolog OS=Homo sapiens OX=9606 GN=TSR2 PE=1 SV=1",61.275,8.41204493568597,116.8,29.2705768078913,93.975,18.1325444068577,93.775,35.1773956777171,1.00213276459611,1.2455345241269,0.653425753132498,0.804580479452055,1.53365973072215,1.00213276459611,1.90616075071399,1.2455345241269,0.653425753132498,0.302468176960837,0.0368452907797194,0.297763289964288,0.577657546588842,0.99999944608289,0.584234948483496,"ns","ns","ns","Up in MCF7","ns","ns"
"1690","Q96PK6",9039.1,8368.2,8589.5,7805.1,8240.1,6992.9,7764.8,7942.4,10744.1,10170.9,10148.8,10925.9,9834.6,8161.8,8281.7,9262,"RNA-binding protein 14 OS=Homo sapiens OX=9606 GN=RBM14 PE=1 SV=2",8450.475,512.863012086723,10497.425,396.903576661469,8885.025,802.25895393362,7735.05,532.209610961696,1.14867066146954,1.35712438833621,1.09249132196948,0.846400426771327,1.0514231448528,1.14867066146954,1.24222898712794,1.35712438833621,1.09249132196948,0.34513316164184,0.00155065689020895,0.719620540351367,0.000107287195803774,0.0665715343972665,0.00934959558516602,"ns","ns","ns","Up in MCF7","Up in MCF7","ns"
"1691","P06756",1955.7,1164.8,1377.7,1262.1,2203.6,1784.7,1592.6,2391.4,958.7,809.5,959,1064.2,2397.5,1469,3549.4,1702,"Integrin alpha-V OS=Homo sapiens OX=9606 GN=ITGAV PE=1 SV=2",1440.075,354.594231716573,947.85,104.753822523731,2279.475,933.985458041684,1993.075,368.231787284404,1.14369755277649,0.47557166689663,0.722539292299587,2.40489001424276,1.58288630800479,1.14369755277649,0.658194885683037,0.47557166689663,0.722539292299587,0.487974096883382,0.579295921574471,0.173188191409637,0.0711166233230441,0.871919014596868,0.0190988952708268,"Up in MDAMB231","ns","ns","ns","ns","ns"
"1692","Q9UPT8",46.2,33.6,38.7,83,69.6,75.7,60.6,97.1,116,136.8,79.5,95.3,80.7,45.4,105.6,139.4,"Zinc finger CCCH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=ZC3H4 PE=1 SV=3",50.375,22.3571576905473,106.9,24.9141191562803,92.775,39.7012489308166,75.75,15.5259996994289,1.22475247524752,1.41122112211221,0.665016501650165,0.867867165575304,1.84168734491315,1.22475247524752,2.12208436724566,1.41122112211221,0.665016501650165,0.566051779943034,0.0516862325973713,0.174956048150932,0.401591512131681,0.810922185327143,0.880314317951027,"ns","ns","ns","ns","ns","ns"
"1693","P21127",2661.1,3121.5,2925.3,1705.3,1688.6,1442,2433.8,2243,2001.2,1982.9,2556.3,2274.6,2149.8,2943.4,1884.2,2536.2,"Cyclin-dependent kinase 11B OS=Homo sapiens OX=9606 GN=CDK11B PE=1 SV=4",2603.3,627.683593328146,2203.75,270.254478840469,2378.4,462.10296111004,1951.85,464.144988123323,1.21853626047084,1.12905704844122,1.33376027870994,1.07925127623369,0.913609649291284,1.21853626047084,0.846521722429225,1.12905704844122,1.33376027870994,0.260567149557828,0.641903367615882,0.905646863680772,0.873807130029388,0.594837084077625,0.952184347835996,"ns","ns","ns","ns","ns","ns"
"1694","P49588",23723.3,29092.4,27940.4,16164.9,16242.6,14347.4,22866.4,18647.7,27148.4,26269,40068.5,31034,11924.5,17201.1,12052.8,10977.8,"Alanine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=AARS1 PE=1 SV=2",24230.25,5851.28431970281,31129.975,6308.41918411419,13039.05,2815.80790833939,18026.025,3675.53155192098,0.723345829155346,1.72694617920479,1.34418153752699,0.418858351155117,0.538131055189278,0.723345829155346,1.28475665748393,1.72694617920479,1.34418153752699,0.3215976680174,0.242111094499072,0.0312363548941433,0.0118446735778371,0.498158620317339,0.0010339306881727,"Up in MCF7","Up in HCC1806","ns","ns","Up in MCF7","ns"
"1695","O60232",901.5,814.3,793.9,1669.7,753.5,855.8,482.5,530.4,1141.8,1289.3,706.1,945,1227.5,674,1242,1930.9,"Protein ZNRD2 OS=Homo sapiens OX=9606 GN=ZNRD2 PE=1 SV=1",1044.85,419.172180215561,1020.55,252.662310868347,1268.6,514.64784723796,655.55,178.234947938575,1.93516894210968,1.55678437952864,1.59385249027534,1.24305521532507,1.21414557113461,1.93516894210968,0.976743073168397,1.55678437952864,1.59385249027534,0.465135007362857,0.999686141952452,0.82286500912705,0.517043524792139,0.136857202431461,0.774893360473152,"ns","ns","ns","ns","ns","ns"
"1696","Q13868",2893,3004.4,2939.4,2433.1,4022.2,2815.5,3481,3498.4,2706.5,2615.1,3147.7,2680.4,2392.4,3378.2,2513,3865,"Exosome complex component RRP4 OS=Homo sapiens OX=9606 GN=EXOSC2 PE=1 SV=2",2817.475,260.291392801734,2787.425,243.240064887893,3037.15,705.239087118688,3454.275,494.379593531125,0.879243835537124,0.806949359851199,0.815648725130454,1.08958985443555,1.07796874861356,0.879243835537124,0.989334421778366,0.806949359851199,0.815648725130454,0.265887559743411,0.999712121754782,0.907605525032173,0.232911421233221,0.599921626345928,0.871629908451368,"ns","ns","ns","ns","ns","ns"
"1697","A6ND36",189.1,97.1,111.4,214.9,153.5,75.7,51.4,94,171.9,96,102.9,113.4,143.6,62.3,115.3,0.1,"Protein FAM83G OS=Homo sapiens OX=9606 GN=FAM83G PE=1 SV=2",153.125,57.7065204288042,121.05,34.6466448592068,80.325,63.2137313669533,93.65,43.5484787334759,0.857714895888948,1.29257875066738,1.6350774159103,0.663568773234201,0.524571428571429,0.857714895888948,0.790530612244898,1.29257875066738,1.6350774159103,0.390542557334917,0.810822857889592,0.235248820820023,0.871088894391594,0.982000058206963,0.679990481907924,"ns","ns","ns","ns","ns","ns"
"1698","Q13426",1009.7,1451.5,1448.2,816.2,750,965.8,1117.8,675,616.8,646.6,861.3,698.3,789.5,1144.9,928.2,747.7,"DNA repair protein XRCC4 OS=Homo sapiens OX=9606 GN=XRCC4 PE=1 SV=2",1181.4,319.889658059358,705.75,109.029246840775,902.575,179.025386933436,877.15,202.322341821164,1.0289859203101,0.804594425126831,1.34686199623782,1.27888770811194,0.763987641780938,1.0289859203101,0.597384459116303,0.804594425126831,1.34686199623782,0.24507643843904,0.039192468331385,0.310070489895551,0.684482615704452,0.998272672311692,0.587786065833202,"ns","ns","ns","Up in HCC1806","ns","ns"
"1699","Q9BQS8",28.7,23.7,27.7,31.3,37.7,39.6,55.3,34.8,31.1,0.1,23.9,26,37.4,49.1,27.6,91.8,"FYVE and coiled-coil domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FYCO1 PE=1 SV=3",27.85,3.15541861987703,20.275,13.7855903029214,51.475,28.2834904729479,41.85,9.18132161873587,1.2299880525687,0.484468339307049,0.66547192353644,2.53884093711467,1.84829443447038,1.2299880525687,0.728007181328546,0.484468339307049,0.66547192353644,0.636844441899495,0.913298204216683,0.230977741471842,0.297294912373937,0.8408102413955,0.0818660848521718,"ns","ns","ns","ns","ns","ns"
"1700","P49821",1729.1,2236.3,2107.7,1740.4,2234.3,2225.5,3846.6,2182.3,1764.4,1732.5,2278.8,1916.9,1646.2,2196.2,1390.7,2331.9,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV1 PE=1 SV=4",1953.375,257.889115383595,1923.15,250.383019924808,1891.25,446.380528995908,2622.175,816.599589252081,0.721252395435087,0.733417868753992,0.744944559382955,0.983412630320048,0.968196070902925,0.721252395435087,0.984526780572087,0.733417868753992,0.744944559382955,0.279977996788095,0.999761028479087,0.997947693666423,0.247630973563016,0.216701908432891,0.999719166296273,"ns","ns","ns","ns","ns","ns"
"1701","Q9Y4P3",3578.1,2961.8,2992.1,2849.3,4028.6,3475.5,3329,4367.5,5143.9,4432.1,3670.9,4644.6,5185.9,3231.6,3300,4164.5,"Transducin beta-like protein 2 OS=Homo sapiens OX=9606 GN=TBL2 PE=1 SV=1",3095.325,327.660559878665,4472.875,612.260981254454,3970.5,914.763470339009,3800.15,483.547781161972,1.04482717787456,1.1770259068721,0.814527058142442,0.887684095799681,1.28274090765913,1.04482717787456,1.44504211997125,1.1770259068721,0.814527058142442,0.414608569939623,0.0380294201765522,0.245967218727238,0.452677730585094,0.979442788032636,0.673053338748344,"ns","ns","ns","Up in MCF7","ns","ns"
"1702","P22392",29226.6,33158.7,32772.8,32574.4,39259.5,44009,41578.3,36008.1,68463.8,63676.9,79253.2,60836.3,26384.5,34201,31050.2,54709.8,"Nucleoside diphosphate kinase B OS=Homo sapiens OX=9606 GN=NME2 PE=1 SV=1",31933.125,1820.58593017926,68057.55,8100.2914344691,36586.375,12501.6803506235,40213.725,3409.00788341222,0.909798209442174,1.69239606626842,0.794085228364196,0.537579959901583,1.14571859158789,0.909798209442174,2.1312524220539,1.69239606626842,0.794085228364196,0.455386237181236,0.000122287252890652,0.827275536090027,0.00125460210302808,0.90759912900569,0.000436218041777514,"Up in MCF7","ns","ns","Up in MCF7","Up in MCF7","ns"
"1703","Q96RQ3",1381.8,1119.9,1130,1442.7,1613.4,1569,1368.9,1622.3,2524.7,2397.7,2151,2291.6,2040.3,1219.3,1994.3,2053.4,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=MCCC1 PE=1 SV=3",1268.6,167.776339213847,2341.25,158.640778700392,1826.825,405.808783993973,1543.4,118.646281020519,1.1836367759492,1.51694311260853,0.821951535570818,0.780277629471436,1.44003231909191,1.1836367759492,1.84553838877503,1.51694311260853,0.821951535570818,0.407681324546434,0.000200895726400585,0.0292313361897273,0.00256499402880572,0.382530204207672,0.0457458402697067,"Up in MCF7","Up in MDAMB231","ns","Up in MCF7","Up in MCF7","ns"
"1704","O94776",3494.8,4233,4531.6,4489.6,4371.1,6121,5091.1,4600,6223.9,5792.9,4859.4,5649.4,4667.8,3550.6,4450.8,3239.4,"Metastasis-associated protein MTA2 OS=Homo sapiens OX=9606 GN=MTA2 PE=1 SV=1",4187.25,480.129326327814,5631.4,569.633361616634,3977.15,689.821646031301,5045.8,777.188278347017,0.788209996432677,1.11605691862539,0.829848586943597,0.706245338636929,0.949823870081796,0.788209996432677,1.34489223237208,1.11605691862539,0.829848586943597,0.278770537526376,0.0337875178509741,0.96536118682344,0.58271993990929,0.137758577372161,0.0149712577508618,"Up in MCF7","ns","ns","Up in MCF7","ns","ns"
"1705","P51532",3175.1,3100.8,3178.8,2615.2,2440.2,2274.9,2956.4,2655.5,4530.6,3510.4,3272.2,3695.6,3012,2467.9,2450.4,2207.4,"Transcription activator BRG1 OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=2",3017.475,270.579395310631,3752.2,547.106741565727,2534.425,339.85732668283,2581.75,294.38920383284,0.981669410283722,1.45335528226978,1.16877118233756,0.675450402430574,0.839915823660511,0.981669410283722,1.24349000405969,1.45335528226978,1.16877118233756,0.401511894150494,0.0738231201657259,0.318862335311367,0.004390023139483,0.997932537306311,0.00325183151479069,"Up in MCF7","ns","ns","ns","Up in MCF7","ns"
"1706","P78362",1445.6,965.4,1267.5,530.2,517.7,344.1,702,826.2,1052.2,873.4,1861.8,1156.4,566.8,770.8,384.3,235.1,"SRSF protein kinase 2 OS=Homo sapiens OX=9606 GN=SRPK2 PE=1 SV=3",1052.175,400.473006789055,1235.95,433.290891511311,489.25,231.582332371592,597.5,211.189914531921,0.818828451882845,2.06853556485356,1.76096234309623,0.395849346656418,0.464989189060755,0.818828451882845,1.17466200964668,2.06853556485356,1.76096234309623,0.268782066670531,0.862907343259872,0.133564670444633,0.078763902941581,0.966699143723626,0.035812601933335,"Up in MCF7","ns","ns","ns","ns","ns"
"1707","P55268",155.1,136.8,124.1,149.9,122.8,216.2,159.3,198.8,406.8,385.5,341.4,402.1,501.6,461.5,530.4,517.1,"Laminin subunit beta-2 OS=Homo sapiens OX=9606 GN=LAMB2 PE=1 SV=2",141.475,13.9088401145938,383.95,29.8018455804334,502.65,29.8512422968738,174.275,41.7656457709762,2.8842346865586,2.20312724142878,0.811791708506671,1.30915483786951,3.55292454497261,2.8842346865586,2.71390705071567,2.20312724142878,0.811791708506671,0.455496054157274,5.22255058199583e-07,5.96471450009517e-09,2.52814130674572e-06,1.70631275775435e-08,0.00067226054758307,"Up in MDAMB231","Up in MDAMB231","Up in MDAMB231","Up in MCF7","Up in MCF7","ns"
"1708","Q16831",404.1,462.1,496.2,240.2,218.6,126.4,284.5,276.2,82.4,157.5,44.5,107.4,1006.6,1142.3,700.6,363.1,"Uridine phosphorylase 1 OS=Homo sapiens OX=9606 GN=UPP1 PE=1 SV=1",400.65,113.522406011618,97.95,47.3786520140312,803.15,346.686760635592,226.425,72.8388346511209,3.54709064811748,0.432593574031136,1.76946008612123,8.19959162838183,2.00461749656808,3.54709064811748,0.244477723698989,0.432593574031136,1.76946008612123,0.571890113664687,0.1566778071745,0.0445361433129068,0.769097633116808,0.00451979419102722,0.000906240171533512,"Up in MDAMB231","Up in MDAMB231","Up in MDAMB231","ns","ns","ns"
"1709","O43854",224,202.8,208.8,316.2,288,425.3,253.2,298.9,511.6,598.2,291,437.1,1199.1,1259.7,1269.6,1238.8,"EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Homo sapiens OX=9606 GN=EDIL3 PE=1 SV=1",237.95,52.92419106609,459.475,130.187182548821,1241.8,31.2278721657432,316.35,75.2025043909222,3.92539908329382,1.45242611032085,0.752173225857436,2.70264976331683,5.21874343349443,3.92539908329382,1.93097289346501,1.45242611032085,0.752173225857436,0.542395489358969,0.0105838003520257,3.77517894722956e-09,0.111831916096293,9.1201997065582e-09,6.08757663167481e-08,"Up in MDAMB231","Up in MDAMB231","Up in MDAMB231","Up in MCF7","ns","ns"
"1710","Q8IXH7",1070.2,1032.4,972,1782.1,1055.8,1035.6,876.6,806.7,1554.3,1659.3,1314.7,1504.5,1176.1,983.5,1184,1347.2,"Negative elongation factor C/D OS=Homo sapiens OX=9606 GN=NELFCD PE=1 SV=2",1214.175,380.770485332044,1508.2,144.236333841373,1172.7,148.757229516193,943.675,121.495442301347,1.24269478369142,1.59821972607095,1.28664529631494,0.777549396631746,0.965841003150287,1.24269478369142,1.24216031461692,1.59821972607095,1.28664529631494,0.365521537802334,0.299775413488278,0.993467680701487,0.0182391139212303,0.500787359391663,0.205422049408412,"ns","ns","ns","ns","Up in MCF7","ns"
"1711","A1X283",304.7,471.5,459.1,92.5,444.6,354.9,1196.8,557.6,45.4,54.7,72,100.6,132.9,228.4,103,0.1,"SH3 and PX domain-containing protein 2B OS=Homo sapiens OX=9606 GN=SH3PXD2B PE=1 SV=3",331.95,176.748587924581,68.175,24.264428697169,116.1,94.0232949858704,638.475,381.344056157516,0.181839539527781,0.106777869141313,0.519910724773875,1.7029702970297,0.349751468594668,0.181839539527781,0.205377315860822,0.106777869141313,0.519910724773875,0.237722632590034,0.351459564014796,0.514024211149407,0.0130170776524415,0.0225758301509467,0.988706439091937,"ns","ns","Up in MCF10A","ns","Up in MCF10A","ns"
"1712","Q9BY77",849.1,827.1,800.9,636.6,632.3,615.8,750.2,662.5,554,589.7,609.9,532.3,954.1,723.6,939,1074.4,"Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=2",778.425,96.5809979585356,571.475,34.8744772959634,922.775,145.951278971215,665.2,59.8750365344356,1.38721437161756,0.859102525556224,1.17021196632592,1.6147250535894,1.18543854578155,1.38721437161756,0.734142659858047,0.859102525556224,1.17021196632592,0.364613748793511,0.0391724360298447,0.187121263793183,0.517914585467889,0.0103516163387031,0.000966459933819497,"Up in MDAMB231","ns","Up in MDAMB231","Up in HCC1806","ns","ns"
"1713","Q9NQG5",2661.1,2930,2863.5,1133.1,1228.5,1455.4,1813.5,1378.7,1176.6,1123.1,2353.8,1446.5,1289.4,2440.7,1220.5,1579.3,"Regulation of nuclear pre-mRNA domain-containing protein 1B OS=Homo sapiens OX=9606 GN=RPRD1B PE=1 SV=1",2396.925,850.275102050311,1525,570.37352089077,1632.475,560.796780631511,1469.025,248.233456984885,1.11126427392318,1.03810350402478,1.6316434369735,1.07047540983607,0.681070538293856,1.11126427392318,0.636231838710014,1.03810350402478,1.6316434369735,0.178673232876274,0.218617626309857,0.314799737553167,0.999117693658569,0.97933563859476,0.993890513671666,"ns","ns","ns","ns","ns","ns"
"1714","P68371",71328.7,80288.6,64828.2,59039.9,58423.3,59273.4,65961.9,61613.1,62807.7,58921.8,66922.3,63446,73248.6,85688.3,75603.4,71730.2,"Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1",68871.35,9117.68679746495,63024.45,3278.70180660985,76567.625,6285.77891984491,61317.925,3377.0089550518,1.24869889188194,1.02783076889833,1.12318461526544,1.21488763487821,1.11174857179364,1.24869889188194,0.915104030921421,1.02783076889833,1.12318461526544,0.330618222465169,0.537223979990054,0.315932268076943,0.977166874200771,0.017069819369769,0.0344558030994117,"Up in MDAMB231","ns","Up in MDAMB231","ns","ns","ns"
"1715","Q9H6T3",5283.4,5042.2,5401.3,4449.9,4304.5,4618.2,4396.8,4413.9,4516.9,4628.9,4941.6,4605.8,4840,3970.6,4487.5,5936.8,"RNA polymerase II-associated protein 3 OS=Homo sapiens OX=9606 GN=RPAP3 PE=1 SV=2",5044.2,423.451508439868,4673.3,185.268687766354,4808.725,832.500319819758,4433.35,132.269989037575,1.08467073432055,1.05412385667723,1.13778519629625,1.02897845205743,0.953317671781452,1.08467073432055,0.926470005154435,1.05412385667723,1.13778519629625,0.321048198120645,0.701240593501249,0.897880008566038,0.892800579846547,0.693710493833799,0.9775999581784,"ns","ns","ns","ns","ns","ns"
"1716","P50990",33723.9,34769.5,32564.2,41549.2,31633.8,34715.7,30670.2,32164.1,24698.1,27249.3,23493.5,26732.4,29419.2,32954.7,31800.2,32416.6,"T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4",35651.7,4033.52005821218,25543.325,1755.03446191236,31647.675,1558.73075582881,32295.95,1727.62651924541,0.979927049676507,0.790914185834447,1.10390621734304,1.23898024239209,0.887690488812595,0.979927049676507,0.716468639644112,0.790914185834447,1.10390621734304,0.275576680965952,0.000463037061271154,0.158485225487362,0.0109531607767406,0.982097809712538,0.0208795580618027,"Up in MDAMB231","ns","ns","Up in HCC1806","Up in MCF10A","ns"
"1717","Q8TDN6",2866.9,2250.3,2399.9,2887,2024.1,2106.8,1958,2331.8,2283.2,1675.2,1509,1940.3,2281.4,1725.7,2413.5,1514.3,"Ribosome biogenesis protein BRX1 homolog OS=Homo sapiens OX=9606 GN=BRIX1 PE=1 SV=2",2601.025,324.515283409991,1851.925,337.9534225797,1983.725,432.147230890893,2105.175,162.885611703428,0.942308834182431,0.879701212488273,1.23553861317943,1.07116918881704,0.762670485673917,0.942308834182431,0.711998154573678,0.879701212488273,1.23553861317943,0.198082463301946,0.0322866099383335,0.0855272674684527,0.702634734674811,0.952112977826031,0.94010305385108,"ns","ns","ns","Up in HCC1806","ns","ns"
"1718","P29218",1318.8,1462.5,1434.7,1825.8,1875.7,2252.3,1645.7,1665.5,1454.4,1488.3,1383.2,1411.8,2194.4,1459.4,2587.8,1785.4,"Inositol monophosphatase 1 OS=Homo sapiens OX=9606 GN=IMPA1 PE=1 SV=1",1510.45,219.250701253154,1434.425,46.322807557401,2006.75,490.380624277374,1859.8,281.602769872741,1.0790138724594,0.771279169803205,0.812157221206581,1.39899262770797,1.32857757621901,1.0790138724594,0.949667317686782,0.771279169803205,0.812157221206581,0.402119008030084,0.984111404440968,0.150671623162514,0.249014639198482,0.901464939573204,0.0844813210962688,"ns","ns","ns","ns","ns","ns"
"1719","Q9BVL2",1121.5,745.3,946.5,1639.7,1885.6,1882.8,1244.6,1430.3,1864,1631.7,1489.5,2103.4,2486.9,1407.9,2359,968.4,"Nucleoporin p58/p45 OS=Homo sapiens OX=9606 GN=NUP58 PE=1 SV=1",1113.25,383.149418199567,1772.15,269.431630164933,1805.55,736.996239248659,1610.825,324.644280970213,1.12088526065836,1.10015054397591,0.691105489423122,1.01884716305053,1.62187289467775,1.12088526065836,1.59187064900067,1.10015054397591,0.691105489423122,0.461428536556837,0.24101007503136,0.207295826225373,0.959894649469751,0.932831926304511,0.999604571739001,"ns","ns","ns","ns","ns","ns"
"1720","P30085",2626.6,2605,2464.7,3075.1,2107,2438.6,1937.1,2415,1434.6,1582.8,1483.3,1710.4,3138.3,2104.2,3580.5,3521.5,"UMP-CMP kinase OS=Homo sapiens OX=9606 GN=CMPK1 PE=1 SV=3",2692.85,264.747785637576,1552.775,121.845869168115,3086.125,683.339097739914,2224.425,243.949480767364,1.38738100857525,0.698056801195814,1.21058251008688,1.98749013862279,1.14604415396327,1.38738100857525,0.576628850474404,0.698056801195814,1.21058251008688,0.367906248429621,0.00666479251428076,0.509900394927526,0.123918330493751,0.0386779759877205,0.00063140550746732,"Up in MDAMB231","ns","Up in MDAMB231","Up in HCC1806","ns","ns"
"1721","Q9BS16",57.2,83.5,66.3,63.9,50.6,57.1,53.1,23.8,24.4,73.9,38.3,37.7,52.7,53.5,64.5,80.8,"Centromere protein K OS=Homo sapiens OX=9606 GN=CENPK PE=1 SV=1",67.725,11.1995163586053,43.575,21.2102765972849,62.875,13.1068366384367,46.15,15.1385820560139,1.36240520043337,0.944203683640303,1.46749729144095,1.44291451520367,0.928386858619417,1.36240520043337,0.643410852713178,0.944203683640303,1.46749729144095,0.258160293962908,0.18226590093942,0.970491259911127,0.995294207708639,0.459608591817629,0.343371899996309,"ns","ns","ns","ns","ns","ns"
"1722","Q9NZI7",383.3,329,333.8,445,531.6,572.6,452,516.5,507.7,473.7,486.9,426.5,445.7,309,631.2,954.9,"Upstream-binding protein 1 OS=Homo sapiens OX=9606 GN=UBP1 PE=1 SV=1",372.775,54.0448193631915,473.7,34.4387378785383,585.2,279.607331806589,518.175,50.0807597785816,1.12934819317798,0.914169923288464,0.719399816664254,1.23538104285413,1.56984776339615,1.12934819317798,1.27073972235263,0.914169923288464,0.719399816664254,0.515690562000753,0.763022791688822,0.219616078291313,0.971810951680969,0.913175439428896,0.705930306226132,"ns","ns","ns","ns","ns","ns"
"1723","O14562",845.1,814.9,899.9,878.5,931.4,1024.2,994.5,933.4,1478.3,1231.4,1794.3,1445.8,942.8,901.6,970.1,1106.1,"Ubiquitin domain-containing protein UBFD1 OS=Homo sapiens OX=9606 GN=UBFD1 PE=1 SV=2",859.6,37.3703982674344,1487.45,232.046669156587,980.15,88.5617110644699,970.875,46.05919198886,1.00955323805845,1.53207158491052,0.885386893266383,0.65894651921073,1.14023964634714,1.00955323805845,1.73039785946952,1.53207158491052,0.885386893266383,0.619357509298307,7.83502423915561e-05,0.559642508930907,0.000480259256022242,0.999588830950241,0.000563552360264841,"Up in MCF7","ns","ns","Up in MCF7","Up in MCF7","ns"
"1724","Q96I59",1595.6,1903.8,1571.8,985,794.7,1085.4,1142.2,834.8,503.8,605.2,914.7,843.9,528.1,795.4,796.5,1810.3,"Probable asparagine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=NARS2 PE=1 SV=3",1514.05,383.746630821258,716.9,194.201218671082,982.575,566.078494998706,964.275,174.974310019119,1.01897798864432,0.743460112519769,1.57014337196339,1.37058864555726,0.648971302136653,1.01897798864432,0.473498233215548,0.743460112519769,1.57014337196339,0.200479773513418,0.0412801343978959,0.222949941175736,0.776213271091661,0.999865658682163,0.737794717398192,"ns","ns","ns","Up in HCC1806","ns","ns"
"1725","Q7Z3K3",258.5,303.7,273.7,373.8,280.1,514,400.5,348.6,550.8,547.3,468.9,560,420.3,373.2,414.1,556.2,"Pogo transposable element with ZNF domain OS=Homo sapiens OX=9606 GN=POGZ PE=1 SV=2",302.425,51.1551479977007,531.75,42.2409359113487,440.95,79.6240541545079,385.8,98.6705967685747,1.14294971487818,1.37830482115086,0.783890616899948,0.829243065350259,1.45804744978094,1.14294971487818,1.75828717863933,1.37830482115086,0.783890616899948,0.390426810340552,0.00331133293360542,0.0742240140006836,0.0577888798439116,0.701906337096267,0.322133345118836,"ns","ns","ns","Up in MCF7","ns","ns"
